PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Embalaje,Picture1,AllPicturesZIP,DeliveryPlant
1009128,110784,501-41-06006,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,31.51,26.04,15.62,501-41-06006,2,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6.</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009128-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRGRtTDJnNU5pODVNREV5TkRVek5qY3dPVFF5THpFd01Ea3hNamd0TVY4NE1EQlhlRGd3TUVnfDRjYzJhYzMyNDgzNTNkODFmZWExYzQxMzBlNGY3YzM3MDY3NTBiNDhjZmNiYzU1ODJlYTY0MzI5MWIzZmJlOGE,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009116,110763,501-39-05061,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,27.83,23.00,13.80,501-39-05061,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009116-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhR1F3TDJnNE5DODRPVEF4TlRjNU9EWTJNVFF5THpFd01Ea3hNVFl0TVY4NE1EQlhlRGd3TUVnfDU5ZmNhNTBjMWZiOTc1YjQ3ZTlmNmY2YTNmOTIyNzU4Mjg0Yjg0ZjE1NTVlNDc2YmU2ODFlYWRjODdiMzQ2ZGY,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009119,110713,501-40-04017,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,22.58,18.66,11.20,501-40-04017,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 4</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 4",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,629,116,146,105,41,,,https://api.mybihr.com/medias/1009119-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhR0UxTDJnM015ODRPVE0wT0RZd01Ua3pPREl5THpFd01Ea3hNVGt0TVY4NE1EQlhlRGd3TUVnfDg5NjdhYzUzMzVlYzkxYzcwZDM1ZWJiMTUyMTkyNTFiNzAxYmRhZGZlYmIyMzNhYWY1M2EzNjRhM2MzM2ZjZDM,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009134,110803,501-44-05029,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,27.83,23.00,13.80,501-44-05029,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009134-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzNTF8aW1hZ2UvanBlZ3xhR0prTDJobE5DODRPVE0wTnpZeE9ESTBNamcyTHpFd01Ea3hNelF0TVY4NE1EQlhlRGd3TUVnfGFmODdlNWE3MjcxOTgwNjdiOWVmNzA2MmNkNjk5MTU2OGNiMGQyMzhmZjViMDZiZGI0MDkxZjBhZmUzOGExMDk,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009161,110858,501-60-06085,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,38.49,31.81,19.09,501-60-06085,1,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,160,146,88,32,,,https://api.mybihr.com/medias/1009161-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRE5pTDJnNU9TODRPVFV6TVRBeE1UZzVNVFV3THpFd01Ea3hOakV0TVY4NE1EQlhlRGd3TUVnfDY3OGEzMDk4ODUxOGU0NmI2YjIzNjRiN2I2ZGRlNDQ1MGQwN2JjMmNlODYxNmU1OWUzZjczODFjNWFlNjhhNjQ,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009156,110856,501-58-05092,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,32.98,27.26,16.36,501-58-05092,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009156-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhREpsTDJobFl5ODRPVEkyTXpnM01UQTVPVEU0THpFd01Ea3hOVFl0TVY4NE1EQlhlRGd3TUVnfDJlOWYwZTkyNWE4YjMwMmY3Zjc4NTQzZDY5Y2MxOGRhNmFkMmE2YTgwM2YwNzM0MDU2YzFkM2JhNDk4ODM3MDI,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009157,110860,501-58-06018,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,33.08,27.34,16.40,501-58-06018,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,391,89,121,101,32,,,,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009176,110789,501-99-04091,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,23.99,19.83,11.90,501-99-04091,4,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 4</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 4",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009176-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzNTF8aW1hZ2UvanBlZ3xhR0l5TDJnMFlTODRPVEkwTlRjd01Ea3hOVFV3THpFd01Ea3hOell0TVY4NE1EQlhlRGd3TUVnfDViMTAyMDVkYTFmOTRiZjk3NTQyMmYwZmNhZmY3YWE3NWQwOGIxZGRiZTRkZGI3NjQxZDUwYThkZDM2ZTc3Y2I,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009181,19700040,502-00-01081,BARNETT,BARNE SPRINGS DIAPHRAGM,Muelle de embrague de diafragma BARNETT,52.49,43.38,26.03,502-00-01081,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,636,63,140,101,45,,,https://api.mybihr.com/medias/1009181-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU4NjZ8aW1hZ2UvanBlZ3xhR1prTDJnd1lpODRPVE00T0RjMU1Ea3pNREl5THpFd01Ea3hPREV0TVY4NE1EQlhlRGd3TUVnfGE2Y2M2OWJkZjRlMTcwOTRhMTJmMjEyZWM1ZjVhZDQxOTllYjE5NDkwNGNiNmFhMTA5ZDYxYWFhMTk5MzUyZTI,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009184,110460,511-90-10010,BARNETT,BARNE SPRINGS CLUTCH,Kit de conversión de muelles de embrague BARNETT,230.47,190.47,114.28,511-90-10010,0,8714105000,0,1,"<p justify>Transforma el muelle de embrague de diafragma OEM en uno de muelles helicoidales, para un acoplamiento lineal y progresivo. Incluye un disco de presión mecanizado mediante CNC a partir de tocho de aluminio, seis muelles helicoidales extrarresistentes, topes de muelle y tornillos de acero inoxidable. El kit reemplaza el disco de embrague/disco de presión de fábrica, sin necesidad de hacer modificaciones<strong> AVISO:</strong> No válido para Yamaha SS.</p>","
Transforma el muelle de embrague de diafragma OEM en uno de muelles helicoidales, para un acoplamiento lineal y progresivo. Incluye un disco de presión mecanizado mediante CNC a partir de tocho de aluminio, seis muelles helicoidales extrarresistentes, topes de muelle y tornillos de acero inoxidable. El kit reemplaza el disco de embrague/disco de presión de fábrica, sin necesidad de hacer modificaciones AVISO: No válido para Yamaha SS.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,3263,822,253,208,62,,,https://api.mybihr.com/medias/1009184-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE1OTR8aW1hZ2UvanBlZ3xhREJoTDJobVppODRPVFV5T1RRNE9UUTVNREl5THpFd01Ea3hPRFF0TVY4NE1EQlhlRGd3TUVnfDU0NzUzODA2OTA5OGUyMGRkYjEzMzhhMzM0ZDgwMDk4ZjZlMDBhZTA3OGY3MjU0ZGY4ZDZmMDJhNDY1OTFhMTI,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009179,110776,502-00-01077,BARNETT,BARNE SPRINGS CLUTCH,Muelle de embrague de diafragma BARNETT,43.58,36.02,21.61,502-00-01077,3,7320208190,0,1,"<p justify>Muelle ultrarresistente, 25% más rígido que un OEM. Recomendado para competición o uso muy intensivo, donde se requiere un muelle con mayor presión.</p>","
Muelle ultrarresistente, 25% más rígido que un OEM. Recomendado para competición o uso muy intensivo, donde se requiere un muelle con mayor presión.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,170,146,88,32,,,https://api.mybihr.com/medias/1009179-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRFEwTDJoaE5DODRPRFUyTkRRd01ERXlPRE13THpFd01Ea3hOemt0TVY4NE1EQlhlRGd3TUVnfDk1ZDgwODk1YjEzZDc2ZWJjMjdhYTcwMmMyZGNkMDVhYTBiZDQzMGMwYmYwNGM2MDdhMTg5ZjVjMTA5YmJkZTQ,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009170,110767,501-73-05067,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,32.49,26.85,16.11,501-73-05067,2,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,115,146,88,32,,,https://api.mybihr.com/medias/1009170-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhR1F6TDJneE9DODRPVFE1TURjMU5EUXpOelF5THpFd01Ea3hOekF0TVY4NE1EQlhlRGd3TUVnfDA3OTJjY2ZlZjE0ZDU0ZjRkMzU4MzlkMWMxNzdmM2Y3ZDNjZTU0MzRiNmY5ZjU1N2M3ZDBhYjNlZWZkNTZjZmY,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
